person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,predicted_loan_status,default_probability
25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,0,0.03148539113756344
23,15000,OWN,7.0,MEDICAL,B,4475,10.99,1,0.3,N,4,1,0.8571755450465876
23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,1,0.9063911368007163
25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,1,0.9476083612571428
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,0,0.1159719715246967
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,1,0.9873192836091927
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,0,0.14249816476666424
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,0,0.12031599158893767
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,0,0.12453384012603136
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,0,0.3496509586142969
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,0,0.14158112944000587
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,1,0.8448094561138495
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,1,0.954237620773402
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,0,0.01882998946036007
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,0,0.03410159081628613
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1,N,2,0,0.058904448485224956
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,0,0.062083365535088156
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,1,0.8236216281106146
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,1,0.8203200985352632
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,1,0.8516634407415076
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,0,0.13409049985308943
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,1,0.8391117760136961
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,0,0.43595891283049126
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,1,0.8515178915954246
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,0,0.046553029043914555
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,1,0.7987466396696877
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,0,0.09719996588368303
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,1,0.7794406302359146
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,1,0.9586985145224949
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,0,0.0872308208495725
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,0,0.029984371845813717
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,0,0.030874064032577104
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,0,0.10342006766343927
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,0,0.06957837600671143
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,1,0.8593531857055458
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,0,0.030158257100546437
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,1,0.9309505869099415
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,1,0.747474785153877
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,0,0.2435623209053794
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,1,0.5049334440966721
26,110000,RENT,3.0,PERSONAL,C,25000,10.99,0,0.23,Y,2,0,0.11453034305380452
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,1,0.8234971875459703
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,1,0.8043936269955126
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,0,0.04042084985035225
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,0,0.05814123819244297
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,1,0.8437488157034626
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,0,0.037589865009894446
24,83300,RENT,0.0,MEDICAL,D,25000,10.99,1,0.26,N,2,1,0.7713021538359003
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,0,0.37974079713710296
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,1,0.8803570322964691
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,1,0.7632116010008302
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,0,0.02734457932464065
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,1,0.8531043578476174
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,0,0.12115059143847524
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,0,0.07570403311423507
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,0,0.08297750373204299
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,0,0.08285057877468241
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,1,0.7828162684162195
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,0,0.1375331844080905
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,1,0.8310880578411335
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,0,0.08893933546767414
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,0,0.2583288565485014
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,0,0.0556706318028958
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,0,0.033331902529348575
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,0,0.07352747606359326
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,0,0.07485668211698479
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,0,0.11961367421649395
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,0,0.07491256354954542
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,0,0.09432806924252697
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,0,0.06814651168038136
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,0,0.07893566225965694
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,1,0.9319020162229376
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,0,0.27556631384497804
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,0,0.08350127715571297
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,1,0.8310463791636071
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,0,0.07383931020556714
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,0,0.08707519857008211
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,0,0.08084216375473581
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,0,0.07987576436938637
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,0,0.022588868583669836
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,1,0.8226353670892246
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,0,0.05688250989116206
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,0,0.37389197370742144
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,0,0.027968799598378703
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,1,0.8887479316509864
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,0,0.2991600262175226
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,0,0.17852239302524406
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,1,0.8514948308152743
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,1,0.8326371869717487
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,1,0.7703945773447686
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,1,0.7168307875224734
25,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,0,0.05178768855149557
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,0,0.13354381576869595
24,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,0,0.10970157291714892
25,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,0,0.09686802887919577
26,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,0,0.03197743135115216
22,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,0,0.06921258253608976
25,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,0,0.04431360727582157
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,1,0.8609139103163959
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,1,0.856906834648881
25,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,1,0.9480747777291529
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,1,0.9091956366324939
24,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,0,0.11468909822575553
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,0,0.26545121066706523
24,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,0,0.08492245837267565
23,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,0,0.054358416573444215
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,0,0.22625048933334527
25,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,0,0.05727757988736176
26,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,0,0.10787543810536934
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,1,0.7052632473806182
25,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,1,0.9489810551095047
23,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,1,0.9149238453258429
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,1,0.9046523698273339
26,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,1,0.9956476528397732
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,1,0.9731162892842226
24,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,1,0.9729825178079843
24,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,0,0.06203620654008762
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,1,0.9627022888643397
23,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,0,0.12582906253766868
23,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,0,0.36049502495646574
25,160000,MORTGAGE,2.0,EDUCATION,A,9000,10.99,0,0.06,N,3,0,0.03631108243293697
25,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,0,0.01431896655964496
24,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,0,0.19942193803766428
23,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,0,0.15792640176055842
26,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,10.99,0,0.09,N,4,0,0.07709691354908824
21,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,0,0.20587202303502192
25,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,0,0.07664469195636052
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,1,0.8608253232702711
25,111996,RENT,9.0,PERSONAL,D,24250,10.99,0,0.22,N,3,0,0.29522749831204104
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,1,0.8798752577406616
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,0,0.10377109556267744
23,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,0,0.08160723185448146
23,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,0,0.07804764667868105
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,1,0.8709127831919187
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,1,0.929060261328443
23,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,1,0.9604635599644555
24,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,1,0.9170817383764279
26,48000,RENT,4.0,MEDICAL,A,24000,10.99,1,0.5,N,3,1,0.9657948336132653
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,1,0.9658470474245712
24,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,1,0.9332578705955314
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,0,0.2948971422530086
22,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,1,0.9930843497714648
26,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,1,0.9437003559302616
25,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,1,0.9177714452269558
22,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,1,0.9283643205965265
21,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,1,0.9339029134686112
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,1,0.9341959116059675
22,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,1,0.8974353686304297
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,10.99,1,0.37,N,2,1,0.9594610959743514
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,10.99,1,0.28,Y,3,1,0.8100957819547412
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,1,0.9856564092346328
23,66000,RENT,6.0,VENTURE,A,24000,10.99,1,0.36,N,4,1,0.9425655576989894
24,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,1,0.9757857590186184
25,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,1,0.9266163733437369
22,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,1,0.9141020449157405
24,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,1,0.9280515945524237
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,1,0.9371623782640438
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,1,0.8831163265525707
22,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,1,0.9292400122744319
24,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,1,0.9373924079619985
24,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,10.99,1,0.32,N,3,1,0.9096437910170997
26,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,1,0.9912119210180461
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,1,0.9049073457354097
24,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,0,0.10140447989093868
22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,1,0.9176788086375552
23,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,1,0.8810575313436715
23,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,1,0.8999662144553031
26,88596,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,N,3,0,0.09619655933613647
25,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2,0,0.0581512122655284
22,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,1,0.8044532544621004
25,95000,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,N,4,0,0.030741508427559693
21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,1,0.7563670174703363
26,100000,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,N,4,0,0.09732701424576275
24,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4,0,0.29499130491564207
24,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,1,0.8894581732970711
22,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,10.99,1,0.24,Y,2,1,0.6698030444688086
26,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,1,0.8540735890050541
22,120000,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,N,4,0,0.09206556155798357
24,120000,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,N,4,0,0.05682951497503445
26,108000,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,N,3,1,0.7215655040608216
24,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,0,0.25797257061143314
23,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,N,2,1,0.8493691647755085
24,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,0,0.08597502402067737
25,135000,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,N,2,0,0.08726080675235272
24,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,0,0.10795247080047174
23,114750,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,Y,3,1,0.8662478026358486
23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4,0,0.06204600031709683
23,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,1,0.8368361748682309
24,18000,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,N,3,1,0.8337776976024829
21,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4,1,0.8134218712470326
26,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,0,0.0814227041530315
26,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,1,0.751511426206196
26,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,10.99,0,0.14,Y,2,0,0.09069632827350443
21,18000,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,N,3,0,0.2029808995017959
24,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,10.99,1,0.55,N,2,1,0.9352747036431772
23,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2,0,0.10787738444552607
24,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3,1,0.9386450942930615
24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,N,2,1,0.8325387002342001
25,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0,0.23,N,4,0,0.10726902271458946
23,75000,RENT,3.0,PERSONAL,E,23575,14.5,1,0.31,N,4,1,0.8339527259086004
22,18000,OWN,2.0,MEDICAL,C,4000,10.99,1,0.22,N,2,1,0.8459948958910932
22,18000,OWN,1.0,MEDICAL,D,5400,15.31,1,0.3,Y,2,1,0.627408347859709
25,18000,MORTGAGE,1.0,MEDICAL,B,4000,10.99,1,0.22,N,3,1,0.7760401121270712
21,18000,OWN,5.0,VENTURE,B,3375,10.99,1,0.19,N,2,1,0.7913401579098422
22,66960,RENT,1.0,VENTURE,A,23400,7.49,1,0.35,N,2,1,0.9407127026802046
22,43385,RENT,7.0,PERSONAL,C,23000,10.99,1,0.53,N,3,1,0.9528995302033048
25,56544,RENT,3.0,EDUCATION,B,23000,10.99,1,0.41,N,2,1,0.9475688275205354
23,60000,RENT,2.0,VENTURE,B,23000,12.18,1,0.38,N,4,1,0.9371310591153654
24,18000,MORTGAGE,3.0,VENTURE,C,1200,11.34,0,0.07,Y,4,0,0.17012648259870888
25,63208,RENT,9.0,EDUCATION,B,23000,9.91,1,0.36,N,3,1,0.924342754119945
24,65000,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.99,1,0.35,N,4,1,0.9034960537689832
23,68000,RENT,7.0,EDUCATION,B,23000,9.62,1,0.34,N,2,1,0.9158940303897528
22,18000,OWN,1.0,DEBTCONSOLIDATION,B,3000,9.96,1,0.17,N,3,1,0.8767612224948664
25,80000,RENT,9.0,VENTURE,C,23000,10.99,0,0.29,N,2,0,0.094681978888942
24,88000,RENT,1.0,VENTURE,D,23000,14.54,1,0.26,N,2,1,0.84147686463591
22,58600,RENT,5.0,MEDICAL,B,22750,11.36,1,0.39,N,4,1,0.9514454959283875
23,70000,RENT,7.0,DEBTCONSOLIDATION,C,22500,14.27,1,0.32,N,2,1,0.9095694064489444
24,18287,OWN,3.0,HOMEIMPROVEMENT,B,3000,11.99,1,0.16,N,3,1,0.8550789866743487
26,69846,RENT,2.0,EDUCATION,F,22500,18.99,1,0.32,Y,2,1,0.965352387701769
24,73000,RENT,0.0,VENTURE,E,22400,16.7,1,0.31,Y,4,1,0.951449919041676
24,18500,MORTGAGE,8.0,PERSONAL,A,5000,9.32,1,0.27,N,3,1,0.8126594695480938
23,35000,RENT,2.0,DEBTCONSOLIDATION,B,22250,12.69,1,0.64,N,3,1,0.9512272639395926
25,43000,RENT,9.0,HOMEIMPROVEMENT,C,22000,13.11,1,0.51,N,2,1,0.9519032420041065
25,52000,RENT,4.0,PERSONAL,B,22000,10.74,1,0.42,N,2,1,0.9310273673680531
21,18701,MORTGAGE,0.0,PERSONAL,D,4200,14.11,1,0.22,Y,4,1,0.6704577754261074
22,57000,RENT,6.0,EDUCATION,B,22000,9.63,1,0.39,N,3,1,0.9293061576996824
25,58000,RENT,0.0,MEDICAL,C,22000,14.65,1,0.38,N,2,1,0.9088631508688764
23,60000,RENT,6.0,DEBTCONSOLIDATION,B,22000,10.25,1,0.37,N,4,1,0.9226309460652495
24,60000,RENT,3.0,VENTURE,C,22000,14.26,1,0.37,Y,2,1,0.8804558607797834
25,18840,MORTGAGE,5.0,EDUCATION,B,3000,9.91,1,0.16,N,2,1,0.7660863631156442
26,56000,RENT,7.0,MEDICAL,E,22000,17.19,1,0.39,N,3,1,0.99079336767657
22,70000,RENT,3.0,EDUCATION,B,22000,11.36,1,0.31,N,4,1,0.9203702836211893
22,66000,RENT,1.0,EDUCATION,F,22000,10.99,1,0.33,N,2,1,0.9464578945172029
23,74064,RENT,3.0,DEBTCONSOLIDATION,B,22000,10.59,0,0.3,N,3,0,0.12467305458481097
24,76597,RENT,5.0,EDUCATION,B,22000,9.25,0,0.29,N,2,0,0.09055943806517713
22,19000,OWN,6.0,MEDICAL,A,3625,8.49,1,0.19,N,3,1,0.926162426652652
26,77000,RENT,0.0,VENTURE,A,22000,6.54,0,0.29,N,3,0,0.04508050795428033
21,19000,OWN,5.0,MEDICAL,A,6000,8.49,1,0.32,N,3,1,0.9036898782680304
24,80000,RENT,0.0,MEDICAL,A,22000,10.99,0,0.28,N,4,0,0.09423275773474797
26,82600,RENT,10.0,VENTURE,B,22000,12.69,0,0.27,N,2,0,0.06625690065409169
24,19000,OWN,3.0,MEDICAL,C,7400,13.85,1,0.39,N,2,1,0.7122928925367602
25,19000,OWN,3.0,DEBTCONSOLIDATION,A,4000,7.4,1,0.21,N,3,1,0.8722760420876362
23,84000,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.71,0,0.26,N,4,0,0.10185171848777046
25,77650,RENT,8.0,PERSONAL,B,22000,11.48,1,0.28,N,3,0,0.13276670892715006
25,82000,RENT,1.0,EDUCATION,E,22000,17.51,1,0.27,N,2,1,0.7520714762159187
21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,1,0.18,N,3,1,0.8172003403092499
23,99996,RENT,3.0,DEBTCONSOLIDATION,A,22000,7.88,0,0.22,N,4,0,0.04877562438846872
23,110000,RENT,0.0,PERSONAL,B,22000,10.99,0,0.2,N,3,0,0.0961681652528591
22,19200,MORTGAGE,6.0,PERSONAL,B,4950,11.71,1,0.26,N,2,1,0.8170344311189246
25,57000,RENT,4.0,PERSONAL,B,21700,11.99,1,0.38,N,2,1,0.9354299474436901
24,54000,RENT,5.0,VENTURE,C,21600,13.49,1,0.4,N,2,1,0.9632288713780852
23,56000,RENT,8.0,MEDICAL,G,21600,21.21,1,0.39,Y,4,1,0.9782572319054779
26,63000,RENT,2.0,DEBTCONSOLIDATION,C,21600,14.35,1,0.34,Y,3,1,0.873855026064912
22,82000,RENT,3.0,PERSONAL,C,21600,13.61,0,0.26,Y,3,0,0.1382726426244578
22,78000,RENT,6.0,DEBTCONSOLIDATION,B,21600,11.26,1,0.28,N,3,0,0.1516235502276428
22,19200,OWN,0.0,VENTURE,B,2400,10.59,0,0.13,N,3,0,0.15008499740915476
24,112140,RENT,8.0,MEDICAL,A,21600,7.9,0,0.19,N,2,0,0.05653830029073414
25,19200,OWN,4.0,EDUCATION,B,3000,11.99,1,0.16,N,4,1,0.7976171303641445
24,59000,RENT,5.0,MEDICAL,D,21500,16.89,1,0.36,N,3,1,0.9869622852393757
24,70000,RENT,5.0,HOMEIMPROVEMENT,B,21500,9.99,1,0.31,N,3,1,0.9027718994158767
24,116000,RENT,5.0,EDUCATION,D,21500,15.33,0,0.19,Y,3,0,0.25990967711638996
25,60000,RENT,5.0,EDUCATION,A,21450,7.29,1,0.36,N,4,1,0.9244485337465019
22,31000,RENT,5.0,DEBTCONSOLIDATION,B,21250,12.42,1,0.69,N,3,1,0.9683826563612776
